X,Y,Index_,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8820387.57557839,5433720.22869279,286,2507368,2007,D42,Shooting,2007/11/23 05:00:00+00,132,Malvern (132),-79.23488971,43.79466058,713
-8828627.92518711,5420754.03147785,287,2424731,2007,D54,Stabbing,2007/11/23 05:00:00+00,54,O'Connor-Parkview (54),-79.30891403,43.71052522,714
-8851538.88235753,5429488.05860748,288,2345729,2007,D31,Shooting,2007/11/25 05:00:00+00,24,Black Creek (24),-79.51472666,43.76721178,715
-8815990.66608589,5432204.08212514,289,2370103,2007,D43,Shooting,2007/11/28 05:00:00+00,135,Morningside (135),-79.1953916,43.78482868,716
-8817883.58278236,5436406.93380276,290,2101272,2007,D42,Shooting,2007/12/02 05:00:00+00,132,Malvern (132),-79.21239596,43.81207934,717
-8817725.53582211,5437305.78760365,291,2311686,2007,D42,Shooting,2007/12/14 05:00:00+00,131,Rouge (131),-79.2109762,43.81790576,718
-8834255.2367662,5412714.86787553,292,2428698,2007,D51,Shooting,2007/12/23 05:00:00+00,72,Regent Park (72),-79.35946503,43.65830111,719
-8859590.9528587,5427393.28372321,293,2446147,2007,D23,Stabbing,2007/12/25 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,720
-8822460.2264983,5430595.47593352,294,3098346,2007,D43,Stabbing,2007/12/01 05:00:00+00,127,Bendale (127),-79.25350865,43.77439543,721
-8835312.22868962,5410505.14709672,295,3654724,2007,D51,Other,2007/02/11 05:00:00+00,77,Waterfront Communities-The Island (77),-79.36896015,43.64393833,722
-8829524.31759436,5420510.70240121,296,2586541,2008,D54,Stabbing,2008/01/01 05:00:00+00,54,O'Connor-Parkview (54),-79.31696646,43.70894517,723
-8837251.96079794,5414417.91340099,297,2601995,2008,D51,Shooting,2008/01/12 05:00:00+00,76,Bay Street Corridor (76),-79.38638506,43.66936825,724
-8833136.79425747,5413922.74531073,298,2532076,2008,D55,Shooting,2008/01/17 05:00:00+00,70,South Riverdale (70),-79.34941789,43.66615064,725
-8850964.55059549,5422967.239972,299,2605959,2008,D31,Shooting,2008/01/22 05:00:00+00,26,Downsview-Roding-CFB (26),-79.50956735,43.72489471,726
-8821477.42567591,5426032.0973314,300,2520381,2008,D43,Shooting,2008/02/01 05:00:00+00,138,Eglinton East (138),-79.24468,43.74478793,727
-8819444.1684974,5439142.64295471,701,1786165,2006,D42,Shooting,2006/07/12 04:00:00+00,131,Rouge (131),-79.22641494,43.82981059,728
-8811242.66159861,5434213.14146416,327,2816710,2008,D42,Shooting,2008/07/19 04:00:00+00,131,Rouge (131),-79.15273955,43.79785667,729
-8823553.56534866,5421067.50046602,702,4140412,2011,D41,Other,2011/10/17 04:00:00+00,120,Clairlea-Birchmount (120),-79.26333028,43.71256066,730
-8816696.81459657,5436601.46497371,902,GO-20173043943,2017,D42,Shooting,2017/11/21 05:00:00+00,131,Rouge (131),-79.20173504,43.81334035,731
-8855013.74363974,5404715.32838177,328,2786692,2008,D22,Shooting,2008/07/20 04:00:00+00,20,Alderwood (20),-79.54594187,43.60628928,732
-8841307.23188639,5410089.65747662,703,3405116,2011,D14,Other,2011/10/07 04:00:00+00,84,Little Portugal (84),-79.42281418,43.64123734,733
-8855013.74363974,5404715.32838177,329,2786692,2008,D22,Shooting,2008/07/20 04:00:00+00,20,Alderwood (20),-79.54594187,43.60628928,734
-8819085.28336464,5425365.77328217,903,GO-20173121720,2017,D43,Shooting,2017/12/04 05:00:00+00,139,Scarborough Village (139),-79.22319102,43.74046355,735
-8854604.76807571,5429679.23127148,704,4913786,2013,D31,Shooting,2013/02/24 05:00:00+00,21,Humber Summit (21),-79.54226798,43.76845195,736
-8855013.74363974,5404715.32838177,330,2786692,2008,D22,Shooting,2008/07/20 04:00:00+00,20,Alderwood (20),-79.54594187,43.60628928,737
-8836694.07983025,5414027.50430969,904,GO-20173095559,2017,D51,Other,2017/11/29 05:00:00+00,75,Church-Yonge Corridor (75),-79.38137353,43.66683138,738
-8839966.24390444,5429876.05768778,705,5000885,2013,D32,Shooting,2013/06/16 04:00:00+00,51,Willowdale East (51),-79.41076788,43.76972877,739
-8859590.9528587,5427393.28372321,331,2446147,2007,D23,Stabbing,2007/12/25 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,740
-8810993.38386287,5430913.51003359,905,GO-20173140530,2017,D43,Other,2017/12/06 05:00:00+00,133,Centennial Scarborough (133),-79.15050025,43.77645831,741
-8859449.42237129,5426985.90840782,706,GO-20131032372,2013,D23,Shooting,2013/11/24 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,742
-8818493.82843852,5438071.44882841,332,2064605,2007,D42,Stabbing,2007/06/25 04:00:00+00,131,Rouge (131),-79.21787789,43.82286837,743
-8834980.05132909,5412890.22776022,906,GO-20172057548,2017,D51,Shooting,2017/11/13 05:00:00+00,73,Moss Park (73),-79.36597615,43.65944077,744
-8847942.53254905,5416629.14151816,707,3386271,2009,D12,Other,2009/05/20 04:00:00+00,111,Rockcliffe-Smythe (111),-79.4824201,43.68373474,745
-8811361.79683085,5434180.35423286,333,2122523,2007,D42,Shooting,2007/07/04 04:00:00+00,131,Rouge (131),-79.15380976,43.79764408,746
-8817746.75109067,5436372.32924798,907,GO-20173181653,2017,D42,Other,2017/12/12 05:00:00+00,132,Malvern (132),-79.21116678,43.81185502,747
-8832238.30459102,5420367.90192019,708,GO-20143392120,2014,D53,Stabbing,2014/11/29 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,748
-8851070.82286057,5421403.35364915,334,2773144,2008,D31,Shooting,2008/07/26 04:00:00+00,23,Pelmo Park-Humberlea (23),-79.51052201,43.71474137,749
-8835511.39929616,5411104.77176611,908,GO-20173205177,2017,D51,Shooting,2017/12/16 05:00:00+00,77,Waterfront Communities-The Island (77),-79.37074933,43.64783612,750
-8832238.30459102,5420367.90192019,709,GO-20143392120,2014,D53,Stabbing,2014/11/29 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,751
-8847355.01721971,5417542.84569896,335,2605554,2008,D12,Shooting,2008/07/27 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.47714236,43.68967013,752
-8856931.14171862,5416284.9143193,909,GO-201817532,2018,D23,Other,2018/01/03 05:00:00+00,7,Willowridge-Martingrove-Richview (7),-79.56316615,43.6814985,753
-8832238.30459102,5420367.90192019,710,GO-20143392120,2014,D53,Stabbing,2014/11/29 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,754
-8835437.18370484,5412385.77433631,336,2869738,2008,D51,Stabbing,2008/08/02 04:00:00+00,73,Moss Park (73),-79.37008264,43.65616228,755
-8851826.05770071,5418304.17505823,910,GO-201854152,2018,D23,Shooting,2018/01/09 05:00:00+00,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,756
-8837211.29912754,5412243.94874896,711,GO-20143310199,2014,D52,Shooting,2014/11/16 05:00:00+00,76,Bay Street Corridor (76),-79.38601979,43.65524051,757
-8842699.62498279,5410546.08806216,337,2761191,2008,D14,Other,2008/08/03 04:00:00+00,86,Roncesvalles (86),-79.43532226,43.64420447,758
-8850856.28125875,5422354.44979487,911,152518,2004,D31,Stabbing,2004/02/20 05:00:00+00,26,Downsview-Roding-CFB (26),-79.50859475,43.72091645,759
-8835844.06646245,5414098.85295627,712,GO-20143420091,2014,D51,Stabbing,2014/12/01 05:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,760
-8829105.31548379,5414542.73569495,338,2919665,2008,D55,Stabbing,2008/08/03 04:00:00+00,64,Woodbine Corridor (64),-79.3132025,43.67017932,761
-8857511.51478943,5412883.56357446,912,GO-2018113424,2018,D22,Shooting,2018/01/19 05:00:00+00,11,Eringate-Centennial-West Deane (11),-79.56837973,43.65939746,762
-8822602.28909287,5426145.27171457,713,GO-20143423102,2014,D41,Stabbing,2014/12/04 05:00:00+00,127,Bendale (127),-79.25478482,43.74552239,763
-8822875.57510318,5432599.23171527,339,2756711,2008,D42,Shooting,2008/08/10 04:00:00+00,128,Agincourt South-Malvern West (128),-79.25723979,43.7873913,764
-8857511.51478943,5412883.56357446,913,GO-2018113424,2018,D22,Shooting,2018/01/19 05:00:00+00,11,Eringate-Centennial-West Deane (11),-79.56837973,43.65939746,765
-8846357.80163646,5412412.0388578,714,GO-20143455828,2014,D11,Stabbing,2014/12/09 05:00:00+00,88,High Park North (88),-79.46818422,43.65633298,766
-8843079.58178196,5429063.8971885,340,2891170,2008,D32,Shooting,2008/08/24 04:00:00+00,37,Willowdale West (37),-79.43873547,43.76446008,767
-8836999.57390883,5413577.01703511,914,GO-2018183793,2018,D51,Stabbing,2018/01/29 05:00:00+00,76,Bay Street Corridor (76),-79.38411783,43.66390399,768
-8841476.61451038,5410375.57215174,715,GO-20143536404,2014,D14,Other,2014/12/15 05:00:00+00,84,Little Portugal (84),-79.42433577,43.64309601,769
-8819469.8131685,5435342.84148954,341,2928965,2008,D42,Shooting,2008/08/26 04:00:00+00,132,Malvern (132),-79.22664531,43.8051811,770
-8832238.30459102,5420367.90192019,915,GO-2018104863,2017,D53,Other,2017/12/31 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,771
-8836171.26561534,5413348.46014719,716,GO-201555992,2015,D51,Stabbing,2015/01/10 05:00:00+00,75,Church-Yonge Corridor (75),-79.37667701,43.66241871,772
-8860205.02679215,5421679.24103748,342,2597314,2008,D23,Other,2008/05/28 04:00:00+00,1,West Humber-Clairville (1),-79.59257596,43.71653266,773
-8833885.50911504,5411315.9362805,343,2986087,2008,D51,Other,2008/08/22 04:00:00+00,77,Waterfront Communities-The Island (77),-79.35614371,43.64920871,774
-8836444.53604093,5429293.17808232,344,2881742,2008,D33,Stabbing,2008/09/02 04:00:00+00,52,Bayview Village (52),-79.37913184,43.76594753,775
-8846492.68189748,5417813.37714418,345,2406153,2008,D12,Shooting,2008/09/08 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.46939587,43.69142738,776
-8854612.79087141,5427157.50347271,346,2386684,2008,D31,Stabbing,2008/09/08 04:00:00+00,22,Humbermede (22),-79.54234005,43.752091,777
-8847814.94594107,5422634.04395537,347,2922744,2008,D31,Shooting,2008/09/09 04:00:00+00,29,Maple Leaf (29),-79.48127397,43.72273162,778
-8851990.24281769,5428672.08044291,348,2747960,2008,D31,Shooting,2008/09/16 04:00:00+00,24,Black Creek (24),-79.5187813,43.7619181,779
-8826231.48037753,5431726.87270551,349,2909162,2008,D42,Stabbing,2008/09/16 04:00:00+00,118,Tam O'Shanter-Sullivan (118),-79.2873864,43.78173374,780
-8851474.62318148,5427678.84090579,350,2954481,2008,D31,Shooting,2008/09/22 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51414941,43.7554738,781
-8851170.68868896,5416664.42174427,351,2395868,2008,D22,Shooting,2008/10/03 04:00:00+00,9,Edenbridge-Humber Valley (9),-79.51141912,43.68396393,782
-8848806.70575608,5424479.6962388,352,2875476,2008,D31,Other,2008/09/24 04:00:00+00,26,Downsview-Roding-CFB (26),-79.4901831,43.73471251,783
-8851470.19711852,5422311.10596475,353,3044970,2008,D31,Shooting,2008/10/09 04:00:00+00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,784
-8838710.61682124,5408884.10662379,354,2386395,2008,D14,Other,2008/10/11 04:00:00+00,82,Niagara (82),-79.39948839,43.63339968,785
-8812801.02982939,5435708.89164365,355,2897918,2008,D42,Stabbing,2008/10/13 04:00:00+00,131,Rouge (131),-79.16673861,43.8075542,786
-8812801.02982939,5435708.89164365,356,2897918,2008,D42,Stabbing,2008/10/13 04:00:00+00,131,Rouge (131),-79.16673861,43.8075542,787
-8819300.29250833,5425570.37052993,357,2823465,2008,D43,Shooting,2008/10/14 04:00:00+00,139,Scarborough Village (139),-79.22512248,43.7417914,788
-8830995.71524657,5413474.6483083,358,2440245,2008,D55,Shooting,2008/10/25 04:00:00+00,70,South Riverdale (70),-79.33018425,43.66323875,789
-8843229.63488957,5427466.12279707,359,3023273,2008,D32,Shooting,2008/10/25 04:00:00+00,33,Clanton Park (33),-79.44008342,43.75409356,790
-8838890.84085044,5411787.52045161,360,2373236,2008,D14,Other,2008/08/28 04:00:00+00,78,Kensington-Chinatown (78),-79.40110737,43.65227394,791
-8818496.61587857,5430042.39579526,361,2863291,2008,D43,Stabbing,2008/11/18 05:00:00+00,135,Morningside (135),-79.21790293,43.77080779,792
-8818496.61587857,5430042.39579526,362,2863291,2008,D43,Stabbing,2008/11/18 05:00:00+00,135,Morningside (135),-79.21790293,43.77080779,793
-8818496.61587857,5430042.39579526,363,2863291,2008,D43,Stabbing,2008/11/18 05:00:00+00,135,Morningside (135),-79.21790293,43.77080779,794
-8857934.28840434,5411806.22289572,364,2739826,2008,D22,Other,2008/11/23 05:00:00+00,13,Etobicoke West Mall (13),-79.57217757,43.6523955,795
-8828721.2977496,5425624.64191128,365,3049956,2008,D33,Shooting,2008/11/26 05:00:00+00,43,Victoria Village (43),-79.30975281,43.74214362,796
-8850885.99020445,5403984.97849655,366,2439136,2008,D22,Stabbing,2008/12/03 05:00:00+00,18,New Toronto (18),-79.50886163,43.60153841,797
-8846659.5219843,5418609.88098159,367,2873166,2008,D12,Stabbing,2008/12/06 05:00:00+00,112,Beechborough-Greenbrook (112),-79.47089462,43.69660081,798
-8825282.57522688,5424194.56005828,368,3103211,2008,D41,Other,2008/12/25 05:00:00+00,119,Wexford/Maryvale (119),-79.27886224,43.73286173,799
-8855793.11699826,5427057.23708671,369,3148206,2009,D31,Shooting,2009/01/03 05:00:00+00,21,Humber Summit (21),-79.5529431,43.75144038,800
-8833784.26515136,5425439.2712222,370,3100835,2009,D33,Shooting,2009/01/04 05:00:00+00,42,Banbury-Don Mills (42),-79.35523422,43.74094056,801
-8830586.79756868,5421865.32171083,371,3118823,2009,D54,Other,2009/01/06 05:00:00+00,44,Flemingdon Park (44),-79.32651088,43.71774082,802
-8845519.99445082,5414620.838401,372,3167296,2009,D12,Stabbing,2009/01/16 05:00:00+00,91,Weston-Pellam Park (91),-79.46065807,43.67068681,803
-8847040.83242848,5417365.68557412,373,3043662,2009,D12,Shooting,2009/01/20 05:00:00+00,110,Keelesdale-Eglinton West (110),-79.47431999,43.68851935,804
-8851154.83345388,5418878.35275941,374,3065148,2009,D12,Shooting,2009/02/01 05:00:00+00,113,Weston (113),-79.51127669,43.69834448,805
-8817134.33581763,5432336.0393753,375,2874543,2009,D41,Shooting,2009/02/10 05:00:00+00,135,Morningside (135),-79.20566536,43.78568446,806
-8851194.46875858,5429307.80650317,376,3219115,2009,D31,Shooting,2009/02/22 05:00:00+00,24,Black Creek (24),-79.51163274,43.76604243,807
-8847355.01721971,5417542.84569896,377,2904889,2009,D12,Shooting,2009/02/26 05:00:00+00,110,Keelesdale-Eglinton West (110),-79.47714236,43.68967013,808
-8824991.36566536,5427332.49220992,378,3082434,2009,D41,Shooting,2009/02/28 05:00:00+00,126,Dorset Park (126),-79.27624626,43.75322647,809
-8852827.45778363,5428550.23896777,379,3180676,2009,D31,Stabbing,2009/03/12 04:00:00+00,24,Black Creek (24),-79.52630213,43.76112761,810
-8823411.03521224,5423124.40507587,380,3159164,2009,D41,Stabbing,2009/04/02 04:00:00+00,124,Kennedy Park (124),-79.26204991,43.72591499,811
-8831435.22240734,5413877.93447847,381,3233433,2009,D55,Stabbing,2009/04/17 04:00:00+00,70,South Riverdale (70),-79.33413241,43.66585945,812
-8846824.96501152,5416669.71556006,382,3104776,2009,D12,Shooting,2009/04/21 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.47238082,43.68399832,813
-8849764.23371448,5416743.48910117,383,3185090,2009,D12,Shooting,2009/04/22 04:00:00+00,111,Rockcliffe-Smythe (111),-79.49878472,43.68447757,814
-8850283.64155296,5413575.04886854,384,3103646,2009,D11,Shooting,2009/05/01 04:00:00+00,114,Lambton Baby Point (114),-79.50345064,43.6638912,815
-8842883.37895305,5411435.19661799,385,3201614,2009,D14,Stabbing,2009/05/05 04:00:00+00,84,Little Portugal (84),-79.43697295,43.6499839,816
-8849946.42253269,5414208.12919441,386,3059077,2009,D12,Shooting,2009/05/11 04:00:00+00,111,Rockcliffe-Smythe (111),-79.50042135,43.66800509,817
-8833300.62649166,5412765.76938363,387,3330600,2009,D55,Stabbing,2009/05/20 04:00:00+00,70,South Riverdale (70),-79.35088962,43.65863192,818
-8847942.53254905,5416629.14151816,388,3386271,2009,D23,Stabbing,2009/05/20 04:00:00+00,111,Rockcliffe-Smythe (111),-79.4824201,43.68373474,819
-8855701.26060724,5418486.33549972,389,3250588,2009,D12,Stabbing,2009/06/15 04:00:00+00,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,820
-8846291.58880333,5421555.59594254,390,3420102,2009,D32,Other,2009/06/17 04:00:00+00,31,Yorkdale-Glen Park (31),-79.46758942,43.71572986,821
-8833473.40769971,5410716.48251206,391,3155134,2009,D51,Stabbing,2009/06/21 04:00:00+00,70,South Riverdale (70),-79.35244174,43.64531212,822
-8833473.40769971,5410716.48251206,392,3155134,2009,D51,Stabbing,2009/06/21 04:00:00+00,70,South Riverdale (70),-79.35244174,43.64531212,823
-8829877.85382558,5414258.38795684,393,3041325,2009,D55,Other,2009/05/09 04:00:00+00,65,Greenwood-Coxwell (65),-79.32014233,43.66833167,824
-8851091.23217601,5424497.82817702,394,3440867,2009,D31,Other,2009/07/07 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51070535,43.7348302,825
-8826067.05703684,5430160.44461142,395,3096999,2009,D41,Other,2009/07/11 04:00:00+00,126,Dorset Park (126),-79.28590936,43.77157355,826
-8808494.81789202,5433589.63341131,396,3501395,2009,D43,Shooting,2009/07/19 04:00:00+00,131,Rouge (131),-79.12805525,43.79381376,827
-8827496.55403272,5432030.26527718,397,3139087,2009,D42,Stabbing,2009/07/20 04:00:00+00,118,Tam O'Shanter-Sullivan (118),-79.29875075,43.78370141,828
-8839595.13700479,5413886.35370922,398,3523913,2009,D14,Shooting,2009/07/25 04:00:00+00,79,University (79),-79.40743417,43.66591416,829
-8838255.06963504,5414807.70183229,399,3505649,2009,D53,Shooting,2009/08/01 04:00:00+00,95,Annex (95),-79.39539614,43.67190098,830
-8861736.32768875,5427608.24101793,400,3523721,2009,D23,Shooting,2009/08/02 04:00:00+00,1,West Humber-Clairville (1),-79.60633187,43.75501571,831
-8832238.30459102,5420367.90192019,916,GO-2018104863,2017,D52,Other,2017/12/31 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,832
-8832238.30459102,5420367.90192019,917,GO-2018104863,2016,D53,Other,2016/04/22 04:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,833
-8840173.89482979,5431665.68102762,717,GO-201599853,2015,D32,Stabbing,2015/01/17 05:00:00+00,50,Newtonbrook East (50),-79.41263324,43.78133687,834
-8836779.58767071,5428051.2018773,918,GO-20173201016,2017,D33,Other,2017/12/15 05:00:00+00,40,St.Andrew-Windfields (40),-79.38214166,43.75788982,835
-8836779.58767071,5428051.2018773,919,GO-20173201016,2017,D33,Other,2017/12/15 05:00:00+00,40,St.Andrew-Windfields (40),-79.38214166,43.75788982,836
-8844258.74239375,5422345.47295364,718,GO-2015159448,2015,D32,Shooting,2015/01/27 05:00:00+00,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,837
-8837359.16592035,5431571.47127666,920,GO-2018249547,2018,D33,Shooting,2018/02/08 05:00:00+00,52,Bayview Village (52),-79.3873481,43.78072585,838
-8839208.63795915,5411710.37865465,719,GO-2015179790,2015,D14,Shooting,2015/01/31 05:00:00+00,78,Kensington-Chinatown (78),-79.40396219,43.65177254,839
-8813431.99315599,5431797.08937276,921,GO-2018289167,2018,D43,Shooting,2018/02/15 05:00:00+00,134,Highland Creek (134),-79.17240665,43.78218914,840
-8823424.38687196,5421066.5255946,720,GO-2015205271,2015,D41,Other,2015/02/04 05:00:00+00,120,Clairlea-Birchmount (120),-79.26216985,43.71255433,841
-8840665.63643523,5416070.33604324,922,GO-2018366454,2018,D13,Other,2018/02/26 05:00:00+00,94,Wychwood (94),-79.41705063,43.68010447,842
-8829956.78045775,5416661.33997212,721,GO-2015346652,2015,D55,Shooting,2015/02/28 05:00:00+00,64,Woodbine Corridor (64),-79.32085134,43.68394391,843
-8852166.45377924,5429737.08931107,923,GO-2018393677,2018,D31,Shooting,2018/03/02 05:00:00+00,24,Black Creek (24),-79.52036423,43.76882728,844
-8829956.78045775,5416661.33997212,722,GO-2015346652,2015,D55,Shooting,2015/02/28 05:00:00+00,64,Woodbine Corridor (64),-79.32085134,43.68394391,845
-8832888.62860345,5428646.45243021,924,GO-2018413955,2018,D33,Stabbing,2018/03/06 05:00:00+00,45,Parkwoods-Donalda (45),-79.34718858,43.76175183,846
-8855313.86210011,5419337.54602033,723,GO-2015453427,2015,D23,Shooting,2015/03/17 04:00:00+00,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,847
-8859709.60496435,5426267.62691806,925,GO-2018444497,2018,D23,Shooting,2018/03/10 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,848
-8857733.09846224,5415490.81351635,724,GO-2015473322,2015,D23,Stabbing,2015/03/21 04:00:00+00,7,Willowridge-Martingrove-Richview (7),-79.57037025,43.67633938,849
-8851826.05770071,5418304.17505823,926,GO-2018484039,2018,D23,Shooting,2018/03/16 04:00:00+00,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,850
-8848032.69131784,5406902.19253695,725,GO-2015457868,2015,D22,Other,2015/03/18 04:00:00+00,17,Mimico (includes Humber Bay Shores) (17),-79.48323001,43.62051242,851
-8844943.17247177,5421849.89493576,927,GO-2018489653,2018,D32,Shooting,2018/03/17 04:00:00+00,31,Yorkdale-Glen Park (31),-79.45547639,43.71764066,852
-8859515.03519236,5424140.19849096,726,GO-2015531511,2015,D23,Shooting,2015/03/30 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,853
-8844943.17247177,5421849.89493576,928,GO-2018489653,2018,D32,Shooting,2018/03/17 04:00:00+00,31,Yorkdale-Glen Park (31),-79.45547639,43.71764066,854
-8843188.75725936,5415852.93983801,727,GO-2015618195,2015,D13,Other,2015/04/14 04:00:00+00,92,Corso Italia-Davenport (92),-79.43971621,43.6786921,855
-8829653.07862297,5429072.29791393,929,GO-2018619032,2018,D41,Shooting,2018/04/06 04:00:00+00,45,Parkwoods-Donalda (45),-79.31812314,43.76451458,856
-8823590.61358839,5417912.03899809,728,GO-2015669864,2015,D41,Stabbing,2015/04/23 04:00:00+00,122,Birchcliffe-Cliffside (122),-79.26366309,43.69206823,857
-8832430.84723507,5418320.7028977,930,GO-2018639035,2018,D54,Stabbing,2018/04/10 04:00:00+00,58,Old East York (58),-79.34307626,43.6947226,858
-8828018.61906745,5418383.32882039,729,GO-2015586781,2015,D54,Other,2015/04/09 04:00:00+00,61,Taylor-Massey (61),-79.30344054,43.69512936,859
-8822340.55359292,5423413.83229312,931,GO-2018711594,2018,D41,Stabbing,2018/04/21 04:00:00+00,124,Kennedy Park (124),-79.25243361,43.72779384,860
-8814557.28403979,5428842.37204988,730,GO-2015767516,2015,D43,Stabbing,2015/05/08 04:00:00+00,136,West Hill (136),-79.18251531,43.76302291,861
-8839938.51421929,5428368.32825937,932,GO-2018725711,2018,D32,Other,2018/04/23 04:00:00+00,38,Lansing-Westgate (38),-79.41051878,43.75994738,862
-8830388.34831244,5416533.97070562,731,GO-2015831181,2015,D54,Shooting,2015/05/19 04:00:00+00,65,Greenwood-Coxwell (65),-79.32472818,43.68311648,863
-8844599.0026625,5413822.14707349,732,GO-2015819674,2015,D11,Other,2015/05/17 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.45238466,43.66549693,864
-8844078.49164786,5412942.37198693,733,GO-2015843494,2015,D11,Shooting,2015/05/20 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44770883,43.65977965,865
-8820425.09247318,5428025.09626337,734,GO-2015870230,2015,D43,Stabbing,2015/05/25 04:00:00+00,137,Woburn (137),-79.23522673,43.75772044,866
-8820425.09247318,5428025.09626337,735,GO-2015916307,2015,D43,Shooting,2015/06/01 04:00:00+00,137,Woburn (137),-79.23522673,43.75772044,867
-8829012.52734863,5417513.3013279,736,GO-2015922149,2015,D54,Stabbing,2015/05/30 04:00:00+00,60,Woodbine-Lumsden (60),-79.31236897,43.68947822,868
-8836287.29837338,5411739.71061624,737,GO-2015926649,2015,D51,Stabbing,2015/06/03 04:00:00+00,75,Church-Yonge Corridor (75),-79.37771935,43.65196319,869
-8849245.35798316,5414913.36505926,738,GO-2015988808,2015,D12,Other,2015/06/12 04:00:00+00,111,Rockcliffe-Smythe (111),-79.49412358,43.67258753,870
-8841307.23188639,5410089.65747662,739,GO-20151086599,2015,D14,Shooting,2015/06/28 04:00:00+00,84,Little Portugal (84),-79.42281418,43.64123734,871
-8841307.23188639,5410089.65747662,740,GO-20151086599,2015,D14,Shooting,2015/06/28 04:00:00+00,84,Little Portugal (84),-79.42281418,43.64123734,872
-8819481.94810619,5423757.02831584,741,GO-20151182401,2015,D43,Stabbing,2015/07/12 04:00:00+00,123,Cliffcrest (123),-79.22675432,43.73002166,873
-8844027.91809,5414332.02681747,742,GO-20151178239,2015,D13,Other,2015/07/10 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44725452,43.66881017,874
-8835468.85855275,5414554.8875948,743,GO-20151325557,2015,D51,Stabbing,2015/08/03 04:00:00+00,74,North St.James Town (74),-79.37036718,43.67025828,875
-8841538.30888538,5408774.36886037,744,GO-20151330701,2015,D14,Shooting,2015/08/04 04:00:00+00,82,Niagara (82),-79.42488998,43.63268619,876
-8841538.30888538,5408774.36886037,745,GO-20151330701,2015,D14,Shooting,2015/08/04 04:00:00+00,82,Niagara (82),-79.42488998,43.63268619,877
-8845875.45762244,5415526.96209629,746,GO-20151352151,2015,D12,Stabbing,2015/08/07 04:00:00+00,91,Weston-Pellam Park (91),-79.46385125,43.67657424,878
-8836893.35841669,5412102.12995438,747,GO-20151362027,2015,D52,Shooting,2015/08/09 04:00:00+00,76,Bay Street Corridor (76),-79.38316368,43.65431877,879
-8835369.16749597,5412769.89309355,748,GO-20151423810,2015,D51,Shooting,2015/08/19 04:00:00+00,73,Moss Park (73),-79.36947164,43.65865872,880
-8850353.18617844,5421310.42992941,749,GO-20151428790,2015,D12,Shooting,2015/08/19 04:00:00+00,28,Rustic (28),-79.50407537,43.71413802,881
-8859515.03519236,5424140.19849096,750,GO-20151158745,2015,D23,Shooting,2015/07/09 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,882
-8849868.03802645,5415783.29692684,751,GO-20151536584,2015,D12,Stabbing,2015/09/06 04:00:00+00,111,Rockcliffe-Smythe (111),-79.49971721,43.67823964,883
-8816102.27389417,5429324.08585108,752,GO-20151577444,2015,D43,Stabbing,2015/09/12 04:00:00+00,136,West Hill (136),-79.19639419,43.76614804,884
-8817842.0149713,5432931.58515478,753,GO-20151641806,2015,D43,Stabbing,2015/09/22 04:00:00+00,135,Morningside (135),-79.21202255,43.78954659,885
-8811444.81668069,5433553.15490598,754,GO-20151692243,2015,D43,Shooting,2015/10/01 04:00:00+00,134,Highland Creek (134),-79.15455554,43.79357722,886
-8860533.57625047,5417094.55609572,755,GO-20151791234,2015,D23,Shooting,2015/10/17 04:00:00+00,1,West Humber-Clairville (1),-79.59552737,43.68675813,887
