X,Y,Index_,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8828657.23783543,5416928.05407166,654,GO-20141731923,2014,D55,Shooting,2014/03/19 04:00:00+00,62,East End-Danforth (62),-79.30917735,43.68567653,354
-8844593.06376767,5414282.16932032,655,GO-20141766614,2014,D11,Shooting,2014/03/25 04:00:00+00,91,Weston-Pellam Park (91),-79.45233131,43.6684862,355
-8835207.21767437,5413663.09511034,656,GO-20141824235,2014,D51,Shooting,2014/04/04 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.36801682,43.66446336,356
-8817948.36738642,5437488.82980604,657,GO-20141880069,2014,D42,Shooting,2014/04/12 04:00:00+00,131,Rouge (131),-79.21297793,43.81909218,357
-8852066.99760658,5419521.2466583,658,5128923,2013,D12,Stabbing,2013/10/13 04:00:00+00,113,Weston (113),-79.5194708,43.70251974,358
-8844032.23505985,5418572.72416766,659,GO-20142003751,2014,D13,Shooting,2014/05/02 04:00:00+00,108,Briar Hill-Belgravia (108),-79.4472933,43.69635948,359
-8830664.3349336,5415213.17479022,660,GO-20142145283,2014,D55,Shooting,2014/05/24 04:00:00+00,65,Greenwood-Coxwell (65),-79.32720741,43.67453551,360
-8826519.6631621,5436045.6626085,661,GO-20142242196,2014,D42,Other,2014/06/10 04:00:00+00,130,Milliken (130),-79.28997519,43.8097374,361
-8835689.57393354,5412694.72645963,662,GO-20142439822,2014,D51,Shooting,2014/07/06 04:00:00+00,73,Moss Park (73),-79.3723499,43.65817021,362
-8844132.14096326,5422076.66465683,663,GO-20142452482,2014,D32,Shooting,2014/07/08 04:00:00+00,31,Yorkdale-Glen Park (31),-79.44819077,43.71911297,363
-8830643.03951501,5432056.85868635,664,GO-20142499434,2014,D33,Other,2014/07/15 04:00:00+00,46,Pleasant View (46),-79.32701611,43.78387388,364
-8857960.2915242,5411616.57085097,665,GO-20142665166,2014,D22,Stabbing,2014/08/09 04:00:00+00,13,Etobicoke West Mall (13),-79.57241116,43.65116281,365
-8849764.23371448,5416743.48910117,666,GO-20142728301,2014,D12,Shooting,2014/08/18 04:00:00+00,111,Rockcliffe-Smythe (111),-79.49878472,43.68447757,366
-8838149.47307927,5410519.11967681,667,GO-20142777149,2014,D14,Shooting,2014/08/26 04:00:00+00,77,Waterfront Communities-The Island (77),-79.39444755,43.64402916,367
-8841753.04084353,5413243.4780318,668,GO-20142804113,2014,D14,Other,2014/08/30 04:00:00+00,80,Palmerston-Little Italy (80),-79.42681895,43.66173647,368
-8835844.06646245,5414098.85295627,669,GO-20141272537,2014,D51,Other,2014/01/03 05:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,369
-8835374.76575316,5414234.19729601,670,GO-20142849540,2014,D51,Other,2014/09/05 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.36952193,43.66817448,370
-8827271.77215094,5417486.54505655,671,GO-20142870125,2014,D54,Stabbing,2014/09/08 04:00:00+00,62,East End-Danforth (62),-79.2967315,43.68930442,371
-8850322.43528231,5419576.63581028,672,GO-20142870490,2014,D12,Shooting,2014/09/08 04:00:00+00,113,Weston (113),-79.50379913,43.70287945,372
-8838248.16671341,5428383.55478003,673,GO-20142886898,2014,D32,Shooting,2014/09/11 04:00:00+00,40,St.Andrew-Windfields (40),-79.39533413,43.76004617,373
-8853273.86897922,5410975.02534288,674,GO-20142891423,2014,D22,Other,2014/09/11 04:00:00+00,14,Islington-City Centre West (14),-79.53031231,43.64699274,374
-8819318.23721025,5428348.88939739,675,GO-20142905498,2014,D43,Shooting,2014/09/14 04:00:00+00,137,Woburn (137),-79.22528368,43.75982126,375
-8833381.41772529,5432638.99864599,676,GO-20142910832,2014,D33,Other,2014/09/14 04:00:00+00,47,Don Valley Village (47),-79.35161538,43.78764919,376
-8849952.9135722,5428721.91400691,677,GO-20142929457,2014,D31,Shooting,2014/09/17 04:00:00+00,27,York University Heights (27),-79.50047966,43.76224141,377
-8859224.47573666,5426344.5483571,678,GO-20142966747,2014,D23,Stabbing,2014/09/23 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58376752,43.7468156,378
-8831120.91961745,5416317.33476999,679,GO-20142992607,2014,D54,Stabbing,2014/09/27 04:00:00+00,65,Greenwood-Coxwell (65),-79.33130898,43.68170912,379
-8818788.12488953,5425730.92364932,680,GO-20143005270,2014,D43,Shooting,2014/09/29 04:00:00+00,139,Scarborough Village (139),-79.2205216,43.74283338,380
-8843772.61129065,5418528.39885395,681,GO-20143017592,2014,D13,Stabbing,2014/09/30 04:00:00+00,107,Oakwood Village (107),-79.44496106,43.69607159,381
-8847009.39691748,5415884.88623264,682,GO-20143045566,2014,D12,Shooting,2014/10/05 04:00:00+00,90,Junction Area (90),-79.4740376,43.67889965,382
-8855094.76641792,5419239.95909346,683,GO-20143053009,2014,D23,Shooting,2014/10/06 04:00:00+00,6,Kingsview Village-The Westway (6),-79.54666971,43.70069296,383
-8855094.76641792,5419239.95909346,684,GO-20143053009,2014,D23,Shooting,2014/10/06 04:00:00+00,6,Kingsview Village-The Westway (6),-79.54666971,43.70069296,384
-8834728.06741654,5412548.82790843,685,GO-20143053896,2014,D51,Shooting,2014/10/06 04:00:00+00,72,Regent Park (72),-79.36371254,43.657222,385
-8834438.58219393,5433115.03703798,686,GO-20143094406,2014,D33,Other,2014/10/13 04:00:00+00,47,Don Valley Village (47),-79.36111205,43.79073623,386
-8843108.68848922,5414278.89135743,687,GO-20143107536,2014,D11,Other,2014/10/15 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.43899694,43.6684649,387
-8848336.54566033,5425736.255026,688,GO-20143208371,2014,D31,Shooting,2014/10/30 04:00:00+00,26,Downsview-Roding-CFB (26),-79.48595958,43.74286798,388
-8846724.23868347,5417744.22749044,689,GO-20143252379,2014,D12,Shooting,2014/11/06 05:00:00+00,110,Keelesdale-Eglinton West (110),-79.47147598,43.69097822,389
-8835084.36214475,5412437.6864582,690,5260102,2013,D51,Shooting,2013/09/23 04:00:00+00,73,Moss Park (73),-79.36691319,43.65649967,390
-8847906.94482104,5416151.64717462,691,4934653,2013,D12,Other,2013/05/24 04:00:00+00,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,391
-8837054.48670044,5411505.4513834,692,5237175,2013,D52,Stabbing,2013/10/06 04:00:00+00,76,Bay Street Corridor (76),-79.38461112,43.65044055,392
-8838643.6425628,5412228.0918429,693,5229819,2013,D52,Other,2013/10/20 04:00:00+00,78,Kensington-Chinatown (78),-79.39888675,43.65513745,393
-8834728.65073067,5412964.74971791,694,GO-20135070453,2013,D51,Other,2013/11/01 04:00:00+00,72,Regent Park (72),-79.36371778,43.65992508,394
-8841254.92731044,5415105.69201037,695,GO-2013939200,2013,D13,Other,2013/11/09 05:00:00+00,94,Wychwood (94),-79.42234432,43.67383716,395
-8827411.1909076,5415882.60357404,696,GO-2013943773,2013,D55,Shooting,2013/11/10 05:00:00+00,63,The Beaches (63),-79.29798392,43.67888482,396
-8838236.98578376,5423779.67259746,697,GO-20131036741,2013,D32,Stabbing,2013/11/25 05:00:00+00,105,Lawrence Park North (105),-79.39523369,43.73016865,397
-8851019.75059139,5420905.76716352,698,GO-20131225193,2013,D12,Other,2013/12/26 05:00:00+00,23,Pelmo Park-Humberlea (23),-79.51006322,43.71151049,398
-8824535.3075227,5438288.0856313,699,GO-20131231259,2013,D42,Other,2013/12/27 05:00:00+00,130,Milliken (130),-79.27214942,43.82427242,399
-8844353.17694418,5427308.03763215,700,4832295,2013,D32,Other,2013/07/04 04:00:00+00,33,Clanton Park (33),-79.45017637,43.75306779,400
-8851366.74902892,5425200.3484347,501,3795155,2010,D31,Other,2010/05/29 04:00:00+00,26,Downsview-Roding-CFB (26),-79.51318036,43.73938991,401
-8821477.42567591,5426032.0973314,301,2520381,2008,D43,Shooting,2008/02/01 05:00:00+00,138,Eglinton East (138),-79.24468,43.74478793,402
-8837273.82951191,5411228.09393939,201,1787320,2006,D52,Shooting,2006/10/27 04:00:00+00,77,Waterfront Communities-The Island (77),-79.38658151,43.64863773,403
-8842915.44341917,5412095.79713299,502,4212793,2012,D11,Shooting,2012/01/27 05:00:00+00,83,Dufferin Grove (83),-79.43726099,43.65427761,404
-8841593.2628652,5427986.13525931,503,4085703,2012,D32,Shooting,2012/02/20 05:00:00+00,38,Lansing-Westgate (38),-79.42538364,43.75746765,405
-8841593.2628652,5427986.13525931,504,4085703,2012,D32,Shooting,2012/02/20 05:00:00+00,38,Lansing-Westgate (38),-79.42538364,43.75746765,406
-8829326.28578621,5432151.91837759,505,4370907,2012,D42,Other,2012/02/29 05:00:00+00,117,L'Amoreaux (117),-79.31518751,43.78449038,407
-8839803.27550951,5429339.95674003,506,4334336,2012,D32,Other,2012/03/11 05:00:00+00,51,Willowdale East (51),-79.40930391,43.766251,408
-8840528.34054126,5416061.68701301,507,3844704,2010,D13,Stabbing,2010/06/12 04:00:00+00,96,Casa Loma (96),-79.41581728,43.68004828,409
-8852082.12481219,5411345.95160511,508,4445252,2012,D22,Stabbing,2012/03/23 04:00:00+00,15,Kingsway South (15),-79.51960669,43.64940381,410
-8843599.6987256,5413802.8696272,509,3662181,2010,D14,Other,2010/05/08 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44340776,43.66537166,411
-8846932.12671934,5409964.84610438,510,3568162,2010,D11,Stabbing,2010/05/29 04:00:00+00,87,High Park-Swansea (87),-79.47334347,43.64042595,412
-8851214.36489117,5403645.12021143,511,3711024,2010,D22,Other,2010/06/12 04:00:00+00,18,New Toronto (18),-79.51181147,43.59932753,413
-8856423.97345815,5418248.17307672,512,3786264,2010,D23,Stabbing,2010/06/29 04:00:00+00,7,Willowridge-Martingrove-Richview (7),-79.55861018,43.69425151,414
-8850556.83962088,5415454.76666148,513,3773164,2010,D12,Stabbing,2010/06/30 04:00:00+00,111,Rockcliffe-Smythe (111),-79.50590482,43.67610518,415
-8848386.88433406,5426030.5641259,514,3776066,2010,D31,Shooting,2010/07/02 04:00:00+00,26,Downsview-Roding-CFB (26),-79.48641178,43.74477798,416
-8838988.14299095,5414267.20919964,515,3771858,2010,D53,Stabbing,2010/07/02 04:00:00+00,95,Annex (95),-79.40198145,43.66838899,417
-8848518.05320326,5414940.03230634,516,3755673,2012,D12,Shooting,2012/04/12 04:00:00+00,111,Rockcliffe-Smythe (111),-79.48759009,43.6727608,418
-8828287.00590697,5424146.68439485,517,4428014,2012,D41,Stabbing,2012/04/15 04:00:00+00,43,Victoria Village (43),-79.3058515,43.73255097,419
-8846026.67290553,5412598.50372072,518,4376058,2012,D11,Other,2012/04/16 04:00:00+00,88,High Park North (88),-79.46520964,43.65754485,420
-8843423.3864633,5422615.28259967,519,4449577,2012,D32,Shooting,2012/05/04 04:00:00+00,32,Englemount-Lawrence (32),-79.44182392,43.72260982,421
-8839132.82493314,5418814.22226587,520,4346812,2012,D53,Shooting,2012/05/09 04:00:00+00,100,Yonge-Eglinton (100),-79.40328115,43.69792797,422
-8825350.97882759,5419628.72387429,521,4449281,2012,D41,Other,2012/05/07 04:00:00+00,121,Oakridge (121),-79.27947672,43.70321772,423
-8850062.66902415,5413728.15009001,522,4445741,2012,D11,Shooting,2012/05/10 04:00:00+00,114,Lambton Baby Point (114),-79.50146561,43.66488611,424
-8835500.76828479,5411550.26917196,523,3363455,2012,D51,Other,2012/05/14 04:00:00+00,73,Moss Park (73),-79.37065383,43.65073186,425
-8811519.28830684,5432460.29629738,524,4438492,2012,D43,Shooting,2012/05/31 04:00:00+00,133,Centennial Scarborough (133),-79.15522453,43.78649029,426
-8836533.82651769,5412062.72990581,525,4533105,2012,D52,Shooting,2012/06/02 04:00:00+00,76,Bay Street Corridor (76),-79.37993395,43.65406269,427
-8836533.82651769,5412062.72990581,526,4533105,2012,D52,Shooting,2012/06/02 04:00:00+00,76,Bay Street Corridor (76),-79.37993395,43.65406269,428
-8840803.45998358,5412244.77190561,527,4386217,2012,D14,Shooting,2012/06/18 04:00:00+00,81,Trinity-Bellwoods (81),-79.41828872,43.65524586,429
-8825655.95861012,5429828.59957204,528,4503011,2012,D41,Shooting,2012/06/22 04:00:00+00,126,Dorset Park (126),-79.2822164,43.76942091,430
-8839494.75354077,5427837.14049041,529,4556249,2012,D32,Shooting,2012/06/23 04:00:00+00,51,Willowdale East (51),-79.40653241,43.75650092,431
-8856390.96388955,5411294.33484556,530,4578181,2012,D22,Shooting,2012/07/05 04:00:00+00,14,Islington-City Centre West (14),-79.55831365,43.6490683,432
-8814816.21540176,5429126.40493481,531,4544154,2012,D43,Shooting,2012/07/16 04:00:00+00,136,West Hill (136),-79.18484133,43.7648656,433
-8814816.21540176,5429126.40493481,532,4544154,2012,D43,Shooting,2012/07/16 04:00:00+00,136,West Hill (136),-79.18484133,43.7648656,434
-8850364.84912149,5416728.92984423,533,4466647,2012,D12,Shooting,2012/07/17 04:00:00+00,111,Rockcliffe-Smythe (111),-79.50418014,43.68438299,435
-8843651.09048172,5422134.15773739,534,4427513,2012,D32,Shooting,2012/07/19 04:00:00+00,32,Englemount-Lawrence (32),-79.44386942,43.71948624,436
-8822619.40335138,5431647.87882323,535,4528375,2012,D42,Other,2012/07/22 04:00:00+00,127,Bendale (127),-79.25493856,43.78122141,437
-8851538.88235753,5429488.05860748,536,4622186,2012,D31,Shooting,2012/08/01 04:00:00+00,24,Black Creek (24),-79.51472666,43.76721178,438
-8818235.07741413,5435746.49702136,537,4531897,2012,D42,Other,2012/08/07 04:00:00+00,132,Malvern (132),-79.21555349,43.80779799,439
-8825712.50334547,5423437.1858923,538,4613436,2012,D55,Other,2012/08/24 04:00:00+00,120,Clairlea-Birchmount (120),-79.28272435,43.72794544,440
-8817184.57541702,5435970.53749106,539,4528016,2012,D42,Shooting,2012/09/08 04:00:00+00,132,Malvern (132),-79.20611667,43.80925039,441
-8827411.1909076,5415882.60357404,540,4563307,2012,D55,Shooting,2012/09/08 04:00:00+00,63,The Beaches (63),-79.29798392,43.67888482,442
-8851579.08093885,5426387.59524146,541,4453311,2012,D23,Shooting,2012/09/16 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51508777,43.74709495,443
-8843339.34136095,5419480.2966869,542,4520488,2012,D13,Other,2012/09/15 04:00:00+00,108,Briar Hill-Belgravia (108),-79.44106893,43.7022538,444
-8859091.29087149,5424365.5223886,543,4589405,2012,D23,Shooting,2012/09/18 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,445
-8859091.29087149,5424365.5223886,544,4589405,2012,D23,Shooting,2012/09/18 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,446
-8851616.42194885,5428047.9806705,545,4663461,2012,D31,Shooting,2012/10/11 04:00:00+00,24,Black Creek (24),-79.51542321,43.75786892,447
-8820858.74979471,5430447.64456486,546,4615172,2012,D43,Other,2012/10/17 04:00:00+00,137,Woburn (137),-79.23912234,43.77343652,448
-8835522.71046962,5413671.39411513,547,4477212,2012,D51,Stabbing,2012/10/23 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37085094,43.66451729,449
-8818008.4687795,5432367.24106953,548,4703830,2012,D43,Shooting,2012/10/28 04:00:00+00,135,Morningside (135),-79.21351783,43.78588681,450
-8844258.74239375,5422345.47295364,549,4697103,2012,D32,Shooting,2012/10/29 04:00:00+00,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,451
-8842912.56024436,5409426.48399243,550,4613667,2012,D14,Stabbing,2012/10/29 04:00:00+00,85,South Parkdale (85),-79.43723509,43.63692597,452
-8849131.8232345,5417332.84270993,551,4754900,2012,D12,Shooting,2012/10/30 04:00:00+00,115,Mount Dennis (115),-79.49310368,43.68830601,453
-8839488.96604045,5412471.79976959,552,4695122,2012,D14,Shooting,2012/11/11 05:00:00+00,78,Kensington-Chinatown (78),-79.40648042,43.65672138,454
-8858917.50556163,5424731.95045865,553,4664511,2012,D23,Other,2012/11/12 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58100996,43.73634981,455
-8829223.31525723,5416005.30612443,554,4559977,2012,D55,Other,2012/11/14 05:00:00+00,64,Woodbine Corridor (64),-79.31426251,43.67968199,456
-8830699.57089202,5423236.80130178,555,4545660,2012,D54,Stabbing,2012/11/17 05:00:00+00,42,Banbury-Don Mills (42),-79.32752394,43.72664463,457
-8848083.74466271,5424305.42561786,556,4672379,2012,D31,Shooting,2012/12/02 05:00:00+00,26,Downsview-Roding-CFB (26),-79.48368863,43.73358135,458
-8834134.74009659,5415810.45461367,557,4471737,2012,D53,Other,2012/07/02 04:00:00+00,67,Playter Estates-Danforth (67),-79.35838259,43.67841608,459
-8835844.06646245,5414098.85295627,558,4844185,2012,D51,Stabbing,2012/12/20 05:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,460
-8859107.96430482,5408863.78129957,559,1799882,2012,D22,Other,2012/07/03 04:00:00+00,12,Markland Wood (12),-79.58272088,43.63326753,461
-8859107.96430482,5408863.78129957,560,1799887,2012,D22,Shooting,2012/11/29 05:00:00+00,12,Markland Wood (12),-79.58272088,43.63326753,462
-8823920.27624162,5427744.31069035,561,3757791,2010,D41,Shooting,2010/07/06 04:00:00+00,126,Dorset Park (126),-79.2666245,43.7558986,463
-8838517.42184497,5411785.28957688,562,3360930,2010,D52,Shooting,2010/07/10 04:00:00+00,78,Kensington-Chinatown (78),-79.39775289,43.65225944,464
-8821704.31928843,5427646.22023511,563,3831826,2010,D41,Stabbing,2010/07/14 04:00:00+00,127,Bendale (127),-79.24671822,43.75526214,465
-8830932.20747707,5421491.16961883,564,3587228,2010,D54,Shooting,2010/07/13 04:00:00+00,44,Flemingdon Park (44),-79.32961375,43.71531155,466
-8823080.67569899,5432601.97186393,565,3686077,2010,D42,Shooting,2010/07/16 04:00:00+00,128,Agincourt South-Malvern West (128),-79.25908224,43.78740907,467
-8850661.4632443,5425344.3978041,566,3520868,2010,D31,Shooting,2010/07/30 04:00:00+00,25,Glenfield-Jane Heights (25),-79.50684467,43.74032482,468
-8862342.13392362,5424013.86138744,567,3804848,2010,D23,Shooting,2010/07/30 04:00:00+00,1,West Humber-Clairville (1),-79.61177392,43.73168881,469
-8831522.54475551,5422017.78263795,568,3883110,2010,D54,Stabbing,2010/07/31 04:00:00+00,44,Flemingdon Park (44),-79.33491684,43.71873068,470
-8853323.83918544,5410615.43460134,569,3436989,2010,D22,Shooting,2010/08/14 04:00:00+00,14,Islington-City Centre West (14),-79.5307612,43.64465526,471
-8836068.07244738,5414462.15127428,570,3577793,2010,D51,Shooting,2010/08/14 04:00:00+00,74,North St.James Town (74),-79.37575001,43.6696557,472
-8843178.03385281,5422873.73672394,571,3773675,2010,D32,Shooting,2010/08/24 04:00:00+00,32,Englemount-Lawrence (32),-79.43961988,43.7242877,473
-8843237.55861093,5411657.96752516,572,3412926,2010,D14,Stabbing,2010/08/27 04:00:00+00,83,Dufferin Grove (83),-79.4401546,43.65143188,474
-8820063.73938731,5428270.87388218,573,3528531,2010,D43,Shooting,2010/09/10 04:00:00+00,137,Woburn (137),-79.23198064,43.75931509,475
-8851990.24281769,5428672.08044291,574,3836758,2010,D31,Shooting,2010/09/12 04:00:00+00,24,Black Creek (24),-79.5187813,43.7619181,476
-8851358.79079852,5417108.8065055,575,3905801,2010,D23,Stabbing,2010/09/25 04:00:00+00,8,Humber Heights-Westmount (8),-79.51310887,43.6868507,477
-8846953.8640763,5413951.16711579,576,3793509,2010,D51,Other,2010/08/29 04:00:00+00,90,Junction Area (90),-79.47353874,43.66633533,478
-8851154.83345388,5418878.35275941,577,3708472,2010,D12,Shooting,2010/09/29 04:00:00+00,113,Weston (113),-79.51127669,43.69834448,479
-8851154.83345388,5418878.35275941,578,3708472,2010,D12,Shooting,2010/09/29 04:00:00+00,113,Weston (113),-79.51127669,43.69834448,480
-8842472.352884,5408938.1292919,579,3834477,2010,D14,Shooting,2010/10/04 04:00:00+00,85,South Parkdale (85),-79.43328064,43.63375092,481
-8828573.35525953,5425109.30625166,580,2896399,2010,D41,Other,2010/07/09 04:00:00+00,43,Victoria Village (43),-79.30842382,43.73879902,482
-8851616.42194885,5428047.9806705,581,3633942,2010,D31,Shooting,2010/10/04 04:00:00+00,24,Black Creek (24),-79.51542321,43.75786892,483
-8834207.59870331,5413028.89961638,582,3561941,2010,D51,Shooting,2010/10/09 04:00:00+00,72,Regent Park (72),-79.35903709,43.66034198,484
-8834207.59870331,5413028.89961638,583,3561941,2010,D51,Shooting,2010/10/09 04:00:00+00,72,Regent Park (72),-79.35903709,43.66034198,485
-8825070.17095928,5419502.14978884,584,3520082,2010,D41,Shooting,2010/10/17 04:00:00+00,121,Oakridge (121),-79.27695418,43.70239572,486
-8834535.87876846,5412607.40338958,585,3772354,2010,D51,Shooting,2010/10/25 04:00:00+00,72,Regent Park (72),-79.36198608,43.65760269,487
-8833614.6988502,5413541.90863807,586,3355708,2010,D55,Stabbing,2010/10/27 04:00:00+00,70,South Riverdale (70),-79.35371098,43.66367584,488
-8840385.85604582,5430180.55789032,587,3911901,2010,D32,Shooting,2010/11/17 05:00:00+00,37,Willowdale West (37),-79.41453732,43.77170402,489
-8833534.21151877,5432592.0983889,588,3929126,2010,D33,Shooting,2010/11/20 05:00:00+00,47,Don Valley Village (47),-79.35298795,43.78734504,490
-8850273.60053489,5425460.27558376,589,3988019,2010,D31,Shooting,2010/11/22 05:00:00+00,25,Glenfield-Jane Heights (25),-79.50336044,43.74107688,491
-8819741.97930473,5428532.03586722,590,3904746,2010,D43,Shooting,2010/11/24 05:00:00+00,137,Woburn (137),-79.22909022,43.76100951,492
-8837849.69859612,5410629.64117612,591,3845292,2010,D52,Other,2010/11/27 05:00:00+00,77,Waterfront Communities-The Island (77),-79.39175463,43.64474761,493
-8834105.73580326,5413160.58141167,592,3878370,2010,D51,Shooting,2010/11/29 05:00:00+00,72,Regent Park (72),-79.35812204,43.66119775,494
-8827648.53519392,5416662.20662422,593,4003542,2010,D55,Other,2010/12/02 05:00:00+00,62,East End-Danforth (62),-79.30011602,43.68394954,495
-8848603.10018103,5414727.77534133,594,4016091,2010,D12,Shooting,2010/12/25 05:00:00+00,111,Rockcliffe-Smythe (111),-79.48835408,43.67138165,496
-8835271.24975867,5413880.32898017,595,3561930,2010,D51,Other,2010/08/08 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.36859203,43.66587501,497
-8848800.23252769,5418583.60498772,596,3912797,2010,D12,Other,2010/09/12 04:00:00+00,30,Brookhaven-Amesbury (30),-79.49012495,43.69643015,498
-8817254.72673373,5429424.33218399,597,3801763,2010,D43,Other,2010/05/25 04:00:00+00,137,Woburn (137),-79.20674685,43.76679837,499
-8849299.34459661,5431107.73256182,598,4821260,2013,D31,Stabbing,2013/01/01 05:00:00+00,27,York University Heights (27),-79.49460855,43.77771807,500
-8834207.59870331,5413028.89961638,599,4842775,2013,D51,Shooting,2013/01/18 05:00:00+00,72,Regent Park (72),-79.35903709,43.66034198,501
-8857513.23022278,5415394.54625613,600,4724330,2013,D23,Other,2013/01/19 05:00:00+00,7,Willowridge-Martingrove-Richview (7),-79.56839514,43.67571392,502
-8836713.3703848,5412654.36836431,101,1148137,2005,D52,Shooting,2005/07/31 04:00:00+00,76,Bay Street Corridor (76),-79.38154682,43.65790792,503
-8859091.29087149,5424365.5223886,102,1041793,2005,D23,Shooting,2005/08/03 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,504
-8819901.07712097,5436637.91389634,302,2428060,2008,D42,Shooting,2008/02/17 05:00:00+00,132,Malvern (132),-79.23051942,43.81357662,505
-8817770.00016632,5428950.98139149,303,2377423,2008,D43,Shooting,2008/02/22 05:00:00+00,137,Woburn (137),-79.21137563,43.76372753,506
-8831319.15068749,5434262.34335071,103,1102449,2005,D42,Shooting,2005/08/05 04:00:00+00,117,L'Amoreaux (117),-79.33308972,43.79817569,507
-8839785.63916258,5411113.03616638,304,2604028,2008,D14,Other,2008/02/23 05:00:00+00,81,Trinity-Bellwoods (81),-79.40914548,43.64788984,508
-8836037.99392097,5413859.66642072,104,1068304,2005,D51,Shooting,2005/08/07 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37547981,43.66574074,509
-8845080.47504491,5427091.63717088,305,2651936,2008,D32,Other,2008/02/28 05:00:00+00,33,Clanton Park (33),-79.4567098,43.7516636,510
-8836037.99392097,5413859.66642072,105,1068304,2005,D51,Shooting,2005/08/07 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37547981,43.66574074,511
-8844132.14096326,5422076.66465683,306,2704738,2008,D32,Shooting,2008/03/14 04:00:00+00,31,Yorkdale-Glen Park (31),-79.44819077,43.71911297,512
-8852187.14028022,5418489.99678992,106,985817,2005,D23,Shooting,2005/08/13 04:00:00+00,8,Humber Heights-Westmount (8),-79.52055006,43.69582217,513
-8857934.28840434,5411806.22289572,307,2722663,2008,D22,Stabbing,2008/03/18 04:00:00+00,13,Etobicoke West Mall (13),-79.57217757,43.6523955,514
-8835944.91746833,5414067.94381098,107,1156816,2005,D51,Shooting,2005/08/15 04:00:00+00,74,North St.James Town (74),-79.37464369,43.66709416,515
-8832262.8583311,5413721.643802,308,2371247,2008,D55,Shooting,2008/03/18 04:00:00+00,70,South Riverdale (70),-79.34156719,43.66484383,516
-8831522.54475551,5422017.78263795,108,1072514,2005,D54,Shooting,2005/08/16 04:00:00+00,44,Flemingdon Park (44),-79.33491684,43.71873068,517
-8843868.27146867,5413293.99006218,309,2586161,2008,D14,Stabbing,2008/04/17 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44582039,43.66206473,518
-8823915.77114183,5428086.95888962,109,117846,2005,D41,Other,2005/08/18 04:00:00+00,127,Bendale (127),-79.26658403,43.75812182,519
-8818691.45170414,5426067.63541128,310,2651181,2008,D43,Stabbing,2008/05/04 04:00:00+00,139,Scarborough Village (139),-79.21965317,43.74501856,520
-8850809.18643497,5404008.49363223,110,1183577,2005,D22,Other,2005/08/20 04:00:00+00,18,New Toronto (18),-79.50817169,43.60169138,521
-8846067.45034821,5414186.20089789,311,2743492,2008,D12,Stabbing,2008/04/30 04:00:00+00,90,Junction Area (90),-79.46557595,43.6678626,522
-8818788.12488953,5425730.92364932,111,1189864,2005,D42,Shooting,2005/08/25 04:00:00+00,139,Scarborough Village (139),-79.2205216,43.74283338,523
-8818691.45170414,5426067.63541128,312,2577122,2008,D43,Other,2008/05/04 04:00:00+00,139,Scarborough Village (139),-79.21965317,43.74501856,524
-8850955.40013335,5425159.93409339,112,761120,2005,D31,Shooting,2005/08/30 04:00:00+00,25,Glenfield-Jane Heights (25),-79.50948515,43.73912761,525
-8831548.73934488,5423948.13923202,313,2783886,2008,D33,Stabbing,2008/05/17 04:00:00+00,42,Banbury-Don Mills (42),-79.33515215,43.7312622,526
-8835437.18370484,5412385.77433631,113,1178414,2005,D51,Other,2005/08/31 04:00:00+00,73,Moss Park (73),-79.37008264,43.65616228,527
-8831548.73934488,5423948.13923202,314,2783886,2008,D33,Other,2008/05/17 04:00:00+00,42,Banbury-Don Mills (42),-79.33515215,43.7312622,528
-8832490.86068575,5425336.57056726,114,1389771,2005,D33,Stabbing,2005/09/06 04:00:00+00,42,Banbury-Don Mills (42),-79.34361537,43.74027402,529
-8818049.96534608,5436170.47090714,315,2853575,2008,D42,Shooting,2008/05/28 04:00:00+00,132,Malvern (132),-79.2138906,43.81054648,530
-8850148.17463822,5419891.09499914,115,1101797,2005,D31,Shooting,2005/09/08 04:00:00+00,28,Rustic (28),-79.50223372,43.70492158,531
